"participant","date","direction test","start landmark","facing landmark","target landmark","bearing","actual direction","abs error","same or different route"
"Utah_101","2017-06-05 13:06:25 -0700","0","Tobler Museum","Golledge Hall","Batty House","328","136.41472816658103","168.41472816658103","different"
"Utah_101","2017-06-05 13:06:25 -0700","0","Tobler Museum","Golledge Hall","Lynch Station","334","151.18783075667287","177.18783075667287","different"
"Utah_101","2017-06-05 13:06:25 -0700","0","Tobler Museum","Golledge Hall","Harris Hall","17","134.13812897590958","117.13812897590958","different"
"Utah_101","2017-06-05 13:06:25 -0700","0","Tobler Museum","Golledge Hall","Harvey House","323","94.67158429901373","131.67158429901372","different"
"Utah_101","2017-06-05 13:06:25 -0700","0","Tobler Museum","Golledge Hall","Golledge Hall","359","14.726923962424317","15.726923962424337","same"
"Utah_101","2017-06-05 13:06:25 -0700","0","Tobler Museum","Golledge Hall","Snow Church","299","13.793808612176546","74.79380861217652","same"
"Utah_101","2017-06-05 13:06:25 -0700","0","Tobler Museum","Golledge Hall","Sauer Center","269","73.27642085298281","164.27642085298282","same"
"Utah_101","2017-06-05 13:06:25 -0700","0","Tobler Museum","Golledge Hall","Tobler Museum","108","122.22875743509849","14.228757435098487","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Batty House","Lynch Station","Batty House","174","96.33667364573546","77.66332635426454","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Batty House","Lynch Station","Lynch Station","359","47.3279838915145","48.32798389151452","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Batty House","Lynch Station","Harris Hall","55","37.52863730402908","17.471362695970917","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Batty House","Lynch Station","Harvey House","66","93.19423765817854","27.19423765817851","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Batty House","Lynch Station","Golledge Hall","296","51.76768153806619","115.7676815380662","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Batty House","Lynch Station","Snow Church","308","48.199475530819626","100.19947553081965","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Batty House","Lynch Station","Sauer Center","278","30.33169509747685","112.33169509747685","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Batty House","Lynch Station","Tobler Museum","286","37.308021981292235","111.30802198129223","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Lynch Station","Harris Hall","Batty House","176","130.6542463331721","45.3457536668279","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Lynch Station","Harris Hall","Lynch Station","5","162.74412789360767","157.74412789360767","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Lynch Station","Harris Hall","Harris Hall","0","7.021704670907995","7.02170467090798","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Lynch Station","Harris Hall","Harvey House","1","48.195938013595914","47.195938013595935","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Lynch Station","Harris Hall","Golledge Hall","81","3.3238637380609717","77.67613626193904","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Lynch Station","Harris Hall","Snow Church","77","8.968174613078455","68.03182538692154","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Lynch Station","Harris Hall","Sauer Center","125","29.209033423777644","95.79096657622236","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Lynch Station","Harris Hall","Tobler Museum","129","17.95076442063424","111.04923557936576","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harris Hall","Harvey House","Batty House","178","83.35216568459657","94.64783431540343","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harris Hall","Harvey House","Lynch Station","177","114.56279427841685","62.437205721583155","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harris Hall","Harvey House","Harris Hall","180","59.35368606619672","120.64631393380327","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harris Hall","Harvey House","Harvey House","359","2.1467969036293297","3.1467969036293084","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harris Hall","Harvey House","Golledge Hall","68","77.71082192465417","9.71082192465417","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harris Hall","Harvey House","Snow Church","55","84.72811220292519","29.728112202925217","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harris Hall","Harvey House","Sauer Center","104","110.65743363432563","6.657433634325628","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harris Hall","Harvey House","Tobler Museum","111","99.95984558186653","11.040154418133469","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harvey House","Batty House","Batty House","0","0.9878187546204368","0.9878187546204344","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harvey House","Batty House","Lynch Station","1","13.276616074645812","12.276616074645801","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harvey House","Batty House","Harris Hall","0","41.36218551855964","41.36218551855961","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harvey House","Batty House","Harvey House","180","175.578710578568","4.421289421431993","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harvey House","Batty House","Golledge Hall","88","110.51210577028276","22.512105770282744","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harvey House","Batty House","Snow Church","93","111.75048274282419","18.750482742824204","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harvey House","Batty House","Sauer Center","55","91.85113433058417","36.85113433058416","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Harvey House","Batty House","Tobler Museum","60","87.70523899483749","27.705238994837487","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Golledge Hall","Snow Church","Batty House","214","173.56946174631722","40.43053825368278","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Golledge Hall","Snow Church","Lynch Station","218","173.9683139144772","44.03168608552281","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Golledge Hall","Snow Church","Harris Hall","297","176.20228061379694","120.79771938620306","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Golledge Hall","Snow Church","Harvey House","302","139.9309367825621","162.0690632174379","different"
"Utah_102","2017-06-12 11:04:25 -0700","0","Golledge Hall","Snow Church","Golledge Hall","165","79.01907987069414","85.98092012930586","same"
"Utah_102","2017-06-12 11:04:25 -0700","0","Golledge Hall","Snow Church","Snow Church","1","1.2041344013641102","0.2041344013641151","same"
